Time,Channel A,Channel B
(ms),(V),(V)

-343.53811157,4.04736500,0.35706660
-343.52787157,4.04736500,0.35706660
-343.51763157,4.04736500,0.35706660
-343.50739157,4.12671300,0.35706660
-343.49715157,4.12671300,0.35706660
-343.48691157,4.20606100,0.35706660
-343.47667157,4.20606100,0.35706660
-343.46643157,4.20606100,0.35706660
-343.45619157,4.28571400,0.35706660
-343.44595157,4.28571400,0.35706660
-343.43571157,4.28571400,0.39674060
-343.42547157,4.36506200,0.35706660
-343.41523157,4.36506200,0.35706660
-343.40499157,4.44441000,0.35706660
-343.39475157,4.44441000,0.35706660
-343.38451157,4.52375900,0.35706660
-343.37427157,4.52375900,0.39674060
-343.36403157,4.52375900,0.35706660
-343.35379157,4.60310700,0.35706660
-343.34355157,4.68245500,0.35706660
-343.33331157,4.68245500,0.35706660
-343.32307157,4.68245500,0.35706660
-343.31283157,4.76180300,0.35706660
-343.30259157,4.84115100,0.39674060
-343.29235157,4.84115100,0.35706660
-343.28211157,4.84115100,0.39674060
-343.27187157,4.92049900,0.35706660
-343.26163157,4.99984700,0.35706660
-343.25139157,4.99984700,0.35706660
-343.24115157,4.99984700,0.35706660
-343.23091157,5.07919500,0.39674060
-343.22067157,5.15854400,0.35706660
-343.21043157,5.15854400,0.31739250
-343.20019157,5.23789200,0.39674060
-343.18995157,5.31724000,0.35706660
-343.17971157,5.31724000,0.35706660
-343.16947157,5.31724000,0.35706660
-343.15923157,5.39658800,0.35706660
-343.14899157,5.39658800,0.35706660
-343.13875157,5.47593600,0.35706660
-343.12851157,5.47593600,0.35706660
-343.11827157,5.55528500,0.35706660
-343.10803157,5.55528500,0.35706660
-343.09779157,5.63463300,0.35706660
-343.08755157,5.63463300,0.35706660
-343.07731157,5.71428600,0.35706660
-343.06707157,5.79363400,0.35706660
-343.05683157,5.79363400,0.35706660
-343.04659157,5.87298200,0.35706660
-343.03635157,5.87298200,0.35706660
-343.02611157,5.95233000,0.39674060
-343.01587157,5.95233000,0.35706660
-343.00563157,6.03167800,0.35706660
-342.99539157,6.03167800,0.35706660
-342.98515157,6.03167800,0.31739250
-342.97491157,6.11102600,0.35706660
-342.96467157,6.11102600,0.35706660
-342.95443157,6.19037400,0.35706660
-342.94419157,6.26972200,0.35706660
-342.93395157,6.26972200,0.35706660
-342.92371157,6.26972200,0.31739250
-342.91347157,6.26972200,0.35706660
-342.90323157,6.34907100,0.39674060
-342.89299157,6.34907100,0.35706660
-342.88275157,6.42841900,0.35706660
-342.87251157,6.42841900,0.35706660
-342.86227157,6.42841900,0.35706660
-342.85203157,6.42841900,0.35706660
-342.84179157,6.50776700,0.31739250
-342.83155157,6.50776700,0.35706660
-342.82131157,6.58711500,0.35706660
-342.81107157,6.58711500,0.35706660
-342.80083157,6.58711500,0.35706660
-342.79059157,6.58711500,0.35706660
-342.78035157,6.58711500,0.35706660
-342.77011157,6.66646300,0.35706660
-342.75987157,6.66646300,0.39674060
-342.74963157,6.66646300,0.35706660
-342.73939157,6.74581100,0.35706660
-342.72915157,6.74581100,0.35706660
-342.71891157,6.74581100,0.35706660
-342.70867157,6.74581100,0.35706660
-342.69843157,6.74581100,0.31739250
-342.68819157,6.74581100,0.35706660
-342.67795157,6.82516000,0.35706660
-342.66771157,6.82516000,0.35706660
-342.65747157,6.82516000,0.35706660
-342.64723157,6.82516000,0.35706660
-342.63699157,6.82516000,0.35706660
-342.62675157,6.82516000,0.35706660
-342.61651157,6.82516000,0.35706660
-342.60627157,6.90450800,0.35706660
-342.59603157,6.90450800,0.35706660
-342.58579157,6.90450800,0.35706660
-342.57555157,6.90450800,0.39674060
-342.56531157,6.90450800,0.35706660
-342.55507157,6.90450800,0.31739250
-342.54483157,6.90450800,0.35706660
-342.53459157,6.90450800,0.35706660
-342.52435157,6.90450800,0.35706660
-342.51411157,6.98385600,0.35706660
-342.50387157,6.90450800,0.31739250
-342.49363158,6.90450800,0.35706660
-342.48339158,6.90450800,0.35706660
-342.47315158,6.90450800,0.35706660
-342.46291158,6.90450800,0.35706660
-342.45267158,6.98385600,0.35706660
-342.44243158,6.98385600,0.35706660
-342.43219158,6.90450800,0.31739250
-342.42195158,6.98385600,0.35706660
-342.41171158,6.90450800,0.35706660
-342.40147158,6.90450800,0.35706660
-342.39123158,6.90450800,0.35706660
