Time,Channel A,Channel B
(s),(mV),(V)

-0.99723260,8.72829300,0.00000000
-0.99719164,8.72829300,-0.00793481
-0.99715068,7.93481200,-0.00793481
-0.99710972,4.76088700,0.00000000
-0.99706876,2.38044400,0.00000000
-0.99702780,0.00000000,0.00000000
-0.99698684,-6.34785000,0.00793481
-0.99694588,-8.72829300,0.00793481
-0.99690492,-11.10874000,0.00000000
-0.99686396,-11.10874000,0.00000000
-0.99682300,-8.72829300,0.00793481
-0.99678204,-3.17392500,0.00000000
-0.99674108,-1.58696200,0.00000000
-0.99670012,2.38044400,0.00793481
-0.99665916,5.55436900,0.00000000
-0.99661820,8.72829300,0.00000000
-0.99657724,8.72829300,0.00000000
-0.99653628,7.93481200,0.00000000
-0.99649532,7.14133100,-0.00793481
-0.99645436,5.55436900,0.00000000
-0.99641340,2.38044400,0.02380444
-0.99637244,-1.58696200,0.00000000
-0.99633148,-3.96740600,0.00000000
-0.99629052,-7.93481200,0.00793481
-0.99624956,-10.31526000,0.00793481
-0.99620860,-11.10874000,0.00793481
-0.99616764,-7.14133100,0.00793481
-0.99612668,-5.55436900,0.00000000
-0.99608572,-1.58696200,0.00793481
-0.99604476,1.58696200,0.01586962
-0.99600380,3.96740600,0.00000000
-0.99596284,5.55436900,0.00793481
-0.99592188,8.72829300,0.00793481
-0.99588092,9.52177400,0.00793481
-0.99583996,6.34785000,0.00793481
-0.99579900,6.34785000,0.00793481
-0.99575804,2.38044400,0.00793481
-0.99571708,-0.79348120,0.00000000
-0.99567612,-3.96740600,0.00793481
-0.99563516,-10.31526000,0.00000000
-0.99559420,-10.31526000,0.00793481
-0.99555324,-10.31526000,0.00793481
-0.99551228,-8.72829300,0.01586962
-0.99547132,-7.14133100,0.00793481
-0.99543036,-0.79348120,0.00000000
-0.99538940,2.38044400,0.01586962
-0.99534844,4.76088700,0.00000000
-0.99530748,6.34785000,0.00793481
-0.99526652,8.72829300,0.00000000
-0.99522556,8.72829300,0.00000000
-0.99518460,7.93481200,0.00000000
-0.99514364,5.55436900,0.00793481
-0.99510268,-0.79348120,0.00000000
-0.99506172,-2.38044400,0.00000000
-0.99502076,-5.55436900,0.01586962
-0.99497980,-10.31526000,0.00000000
-0.99493884,-10.31526000,0.00000000
-0.99489788,-10.31526000,0.01586962
-0.99485692,-7.14133100,0.00793481
-0.99481596,-3.96740600,0.00793481
-0.99477500,0.00000000,0.00000000
-0.99473404,2.38044400,0.00793481
-0.99469308,5.55436900,0.00793481
-0.99465212,8.72829300,0.00000000
-0.99461116,8.72829300,0.00793481
-0.99457020,8.72829300,0.00000000
-0.99452924,5.55436900,0.00000000
-0.99448828,4.76088700,0.00793481
-0.99444732,0.79348120,0.00793481
-0.99440636,-3.17392500,0.00793481
-0.99436540,-4.76088700,0.00000000
-0.99432444,-8.72829300,0.00793481
-0.99428348,-8.72829300,0.00793481
-0.99424252,-9.52177400,0.00793481
-0.99420156,-6.34785000,0.01586962
-0.99416060,-3.96740600,0.00793481
-0.99411964,1.58696200,0.00000000
-0.99407868,4.76088700,0.02380444
-0.99403772,5.55436900,0.00793481
-0.99399676,6.34785000,0.00000000
-0.99395580,9.52177400,0.00793481
-0.99391484,9.52177400,0.02380444
-0.99387388,7.14133100,0.00793481
-0.99383292,5.55436900,0.00793481
-0.99379196,2.38044400,0.01586962
-0.99375100,-0.79348120,0.00000000
-0.99371004,-3.96740600,0.00000000
-0.99366908,-10.31526000,0.01586962
-0.99362812,-10.31526000,0.00793481
-0.99358716,-10.31526000,0.00793481
-0.99354620,-8.72829300,0.00000000
-0.99350524,-4.76088700,0.00793481
-0.99346428,-3.96740600,0.01586962
-0.99342332,2.38044400,0.01586962
-0.99338236,3.17392500,0.01586962
-0.99334140,6.34785000,0.00793481
-0.99330044,8.72829300,0.00000000
-0.99325948,8.72829300,0.00000000
-0.99321852,8.72829300,0.01586962
-0.99317756,5.55436900,0.00793481
-0.99313660,4.76088700,0.01586962
-0.99309564,1.58696200,0.00000000
-0.99305468,-2.38044400,0.00793481
-0.99301372,-5.55436900,0.01586962
-0.99297276,-5.55436900,0.01586962
-0.99293180,-10.31526000,0.02380444
-0.99289084,-11.10874000,0.00793481
-0.99284988,-8.72829300,0.01586962
-0.99280892,-5.55436900,0.00000000
-0.99276796,-3.96740600,0.00793481
-0.99272700,0.79348120,0.00793481
-0.99268604,3.17392500,0.01586962
-0.99264508,7.14133100,0.00000000
-0.99260412,7.93481200,0.00793481
-0.99256316,7.93481200,0.01586962
-0.99252220,8.72829300,0.01586962
-0.99248124,6.34785000,0.00000000
-0.99244028,6.34785000,0.01586962
-0.99239932,1.58696200,0.01586962
-0.99235836,-0.79348120,0.00000000
-0.99231740,-4.76088700,0.01586962
-0.99227644,-7.14133100,0.01586962
-0.99223548,-10.31526000,0.00793481
-0.99219452,-11.90222000,0.00793481
-0.99215356,-9.52177400,0.00000000
-0.99211260,-6.34785000,0.00793481
-0.99207164,-2.38044400,0.01586962
-0.99203068,-0.79348120,0.00793481
-0.99198972,3.96740600,0.00793481
-0.99194876,5.55436900,0.01586962
-0.99190780,8.72829300,0.00793481
-0.99186684,7.93481200,0.02380444
-0.99182588,5.55436900,0.00793481
-0.99178492,8.72829300,0.01586962
-0.99174396,5.55436900,0.00793481
-0.99170300,2.38044400,0.02380444
-0.99166204,0.79348120,0.01586962
-0.99162108,-3.96740600,0.00000000
-0.99158012,-6.34785000,0.01586962
-0.99153916,-10.31526000,0.00793481
-0.99149820,-10.31526000,0.00793481
-0.99145724,-9.52177400,0.01586962
-0.99141628,-9.52177400,0.00793481
-0.99137532,-3.96740600,0.01586962
-0.99133436,-0.79348120,0.02380444
-0.99129340,2.38044400,0.01586962
-0.99125244,5.55436900,0.02380444
-0.99121148,7.93481200,0.01586962
-0.99117052,8.72829300,0.00793481
-0.99112956,7.93481200,0.01586962
-0.99108860,5.55436900,0.01586962
-0.99104764,4.76088700,0.02380444
-0.99100668,2.38044400,0.01586962
-0.99096572,0.79348120,0.01586962
-0.99092476,-4.76088700,0.01586962
-0.99088380,-7.14133100,0.02380444
-0.99084284,-10.31526000,0.00793481
-0.99080188,-10.31526000,0.00793481
-0.99076092,-10.31526000,0.01586962
-0.99071996,-7.14133100,0.01586962
-0.99067900,-3.17392500,0.00793481
-0.99063804,-2.38044400,0.01586962
-0.99059708,2.38044400,0.01586962
-0.99055612,7.14133100,0.01586962
-0.99051516,7.93481200,0.01586962
-0.99047420,8.72829300,0.02380444
-0.99043324,8.72829300,0.01586962
-0.99039228,7.14133100,0.01586962
-0.99035132,5.55436900,0.01586962
-0.99031036,1.58696200,0.00793481
-0.99026940,0.00000000,0.01586962
-0.99022844,-5.55436900,0.00793481
-0.99018748,-8.72829300,0.01586962
-0.99014652,-10.31526000,0.01586962
-0.99010556,-11.10874000,0.01586962
-0.99006460,-9.52177400,0.02380444
-0.99002364,-5.55436900,0.01586962
-0.98998268,-2.38044400,0.02380444
-0.98994172,-0.79348120,0.02380444
-0.98990076,5.55436900,0.01586962
-0.98985980,5.55436900,0.02380444
-0.98981884,7.93481200,0.00793481
-0.98977788,8.72829300,0.01586962
-0.98973692,11.10874000,0.01586962
-0.98969596,6.34785000,0.02380444
-0.98965500,3.17392500,0.03173925
-0.98961404,1.58696200,0.02380444
-0.98957308,-1.58696200,0.02380444
-0.98953212,-5.55436900,0.01586962
-0.98949116,-9.52177400,0.02380444
-0.98945020,-10.31526000,0.02380444
-0.98940924,-10.31526000,0.00793481
-0.98936828,-9.52177400,0.01586962
-0.98932732,-4.76088700,0.01586962
-0.98928636,-2.38044400,0.02380444
-0.98924540,2.38044400,0.01586962
-0.98920444,4.76088700,0.01586962
-0.98916348,6.34785000,0.02380444
-0.98912252,7.93481200,0.01586962
-0.98908156,7.93481200,0.01586962
-0.98904060,7.93481200,0.02380444
-0.98899964,5.55436900,0.02380444
-0.98895868,2.38044400,0.00793481
-0.98891772,-0.79348120,0.01586962
-0.98887676,-4.76088700,0.02380444
-0.98883580,-5.55436900,0.02380444
-0.98879484,-11.10874000,0.01586962
-0.98875388,-11.10874000,0.02380444
-0.98871292,-9.52177400,0.02380444
-0.98867196,-8.72829300,0.01586962
-0.98863100,-3.96740600,0.02380444
-0.98859004,0.00000000,0.02380444
-0.98854908,2.38044400,0.03173925
-0.98850812,5.55436900,0.01586962
-0.98846716,8.72829300,0.01586962
-0.98842620,8.72829300,0.02380444
-0.98838524,8.72829300,0.03967406
-0.98834428,7.14133100,0.01586962
-0.98830332,4.76088700,0.03173925
-0.98826236,1.58696200,0.02380444
-0.98822140,-3.96740600,0.02380444
-0.98818044,-4.76088700,0.01586962
-0.98813948,-9.52177400,0.03173925
-0.98809852,-10.31526000,0.02380444
-0.98805756,-10.31526000,0.01586962
-0.98801660,-7.93481200,0.02380444
-0.98797564,-4.76088700,0.01586962
-0.98793468,-1.58696200,0.02380444
-0.98789372,1.58696200,0.02380444
-0.98785276,5.55436900,0.02380444
-0.98781180,7.93481200,0.03173925
-0.98777084,7.14133100,0.03173925
-0.98772988,8.72829300,0.02380444
-0.98768892,8.72829300,0.01586962
-0.98764796,5.55436900,0.01586962
-0.98760700,4.76088700,0.01586962
-0.98756604,1.58696200,0.02380444
-0.98752508,-3.96740600,0.02380444
-0.98748412,-7.14133100,0.01586962
-0.98744316,-9.52177400,0.01586962
-0.98740220,-11.10874000,0.03173925
-0.98736124,-10.31526000,0.03173925
-0.98732028,-9.52177400,0.02380444
-0.98727932,-4.76088700,0.02380444
-0.98723836,0.79348120,0.03173925
-0.98719740,2.38044400,0.02380444
-0.98715644,4.76088700,0.02380444
-0.98711548,7.14133100,0.02380444
-0.98707452,7.93481200,0.03173925
-0.98703356,8.72829300,0.03173925
-0.98699260,8.72829300,0.02380444
-0.98695164,6.34785000,0.02380444
-0.98691068,4.76088700,0.01586962
-0.98686972,2.38044400,0.02380444
-0.98682876,-3.17392500,0.02380444
-0.98678780,-3.96740600,0.01586962
-0.98674684,-8.72829300,0.03173925
-0.98670588,-9.52177400,0.03173925
-0.98666492,-10.31526000,0.02380444
-0.98662396,-10.31526000,0.03173925
-0.98658300,-3.96740600,0.03173925
-0.98654204,-0.79348120,0.03173925
-0.98650108,2.38044400,0.03173925
-0.98646012,3.96740600,0.03967406
-0.98641916,6.34785000,0.02380444
-0.98637820,8.72829300,0.03173925
-0.98633724,8.72829300,0.02380444
-0.98629628,8.72829300,0.02380444
-0.98625532,7.14133100,0.02380444
-0.98621436,3.17392500,0.02380444
-0.98617340,2.38044400,0.03173925
-0.98613244,-3.17392500,0.03967406
-0.98609148,-6.34785000,0.02380444
-0.98605052,-7.93481200,0.02380444
-0.98600956,-10.31526000,0.02380444
-0.98596860,-10.31526000,0.03173925
-0.98592764,-7.93481200,0.01586962
-0.98588668,-5.55436900,0.01586962
-0.98584572,-0.79348120,0.03173925
-0.98580476,2.38044400,0.03173925
-0.98576380,5.55436900,0.02380444
-0.98572284,7.93481200,0.03173925
-0.98568188,8.72829300,0.02380444
-0.98564092,10.31526000,0.03173925
-0.98559996,6.34785000,0.03173925
-0.98555900,7.14133100,0.03173925
-0.98551804,2.38044400,0.02380444
-0.98547708,0.00000000,0.03173925
-0.98543612,-3.96740600,0.01586962
-0.98539516,-7.14133100,0.02380444
-0.98535420,-10.31526000,0.04760887
-0.98531324,-10.31526000,0.03173925
-0.98527228,-10.31526000,0.03173925
-0.98523132,-8.72829300,0.03173925
-0.98519036,-4.76088700,0.03173925
-0.98514940,-0.79348120,0.02380444
-0.98510844,1.58696200,0.02380444
-0.98506748,5.55436900,0.02380444
-0.98502652,7.93481200,0.02380444
-0.98498556,7.93481200,0.03173925
-0.98494460,8.72829300,0.03173925
-0.98490364,7.93481200,0.02380444
-0.98486268,6.34785000,0.03173925
-0.98482172,2.38044400,0.03173925
-0.98478076,-0.79348120,0.03173925
-0.98473980,-3.96740600,0.03173925
-0.98469884,-7.93481200,0.03967406
-0.98465788,-10.31526000,0.03967406
-0.98461692,-10.31526000,0.02380444
-0.98457596,-9.52177400,0.03173925
-0.98453500,-8.72829300,0.04760887
-0.98449404,-4.76088700,0.02380444
-0.98445308,-1.58696200,0.02380444
-0.98441212,2.38044400,0.03967406
-0.98437116,6.34785000,0.02380444
-0.98433020,6.34785000,0.03173925
-0.98428924,8.72829300,0.02380444
-0.98424828,7.93481200,0.02380444
-0.98420732,8.72829300,0.03173925
-0.98416636,5.55436900,0.03173925
-0.98412540,2.38044400,0.03967406
-0.98408444,-1.58696200,0.03173925
-0.98404348,-4.76088700,0.03173925
-0.98400252,-6.34785000,0.03967406
-0.98396156,-10.31526000,0.03173925
-0.98392060,-8.72829300,0.03967406
-0.98387964,-10.31526000,0.03967406
-0.98383868,-7.93481200,0.03967406
-0.98379772,-4.76088700,0.03173925
-0.98375676,1.58696200,0.03173925
-0.98371580,3.96740600,0.03173925
-0.98367484,5.55436900,0.03967406
-0.98363388,8.72829300,0.03173925
-0.98359292,7.14133100,0.02380444
-0.98355196,8.72829300,0.03173925
-0.98351100,7.93481200,0.03173925
-0.98347004,7.14133100,0.02380444
-0.98342908,3.96740600,0.03173925
-0.98338812,-1.58696200,0.03967406
-0.98334716,-3.17392500,0.04760887
-0.98330620,-4.76088700,0.03173925
-0.98326524,-10.31526000,0.03173925
-0.98322428,-11.10874000,0.03967406
-0.98318332,-10.31526000,0.03967406
-0.98314236,-8.72829300,0.04760887
-0.98310140,-4.76088700,0.03173925
-0.98306044,0.00000000,0.03173925
-0.98301948,1.58696200,0.03173925
-0.98297852,4.76088700,0.03173925
-0.98293756,7.14133100,0.03173925
-0.98289660,9.52177400,0.03967406
-0.98285564,8.72829300,0.03967406
-0.98281468,7.14133100,0.03967406
-0.98277372,5.55436900,0.03967406
-0.98273276,5.55436900,0.04760887
-0.98269180,-1.58696200,0.03967406
-0.98265084,-0.79348120,0.03967406
-0.98260988,-4.76088700,0.03967406
-0.98256892,-10.31526000,0.03173925
-0.98252796,-11.10874000,0.04760887
-0.98248700,-10.31526000,0.03967406
-0.98244604,-9.52177400,0.03173925
-0.98240508,-6.34785000,0.03173925
-0.98236412,-1.58696200,0.03173925
-0.98232316,-0.79348120,0.03173925
-0.98228220,4.76088700,0.03967406
-0.98224124,7.93481200,0.03173925
-0.98220028,8.72829300,0.04760887
-0.98215932,8.72829300,0.03967406
-0.98211836,8.72829300,0.04760887
-0.98207740,6.34785000,0.02380444
-0.98203644,3.17392500,0.03967406
-0.98199548,1.58696200,0.03967406
-0.98195452,-3.96740600,0.04760887
-0.98191356,-8.72829300,0.03967406
-0.98187260,-8.72829300,0.03967406
-0.98183164,-10.31526000,0.04760887
-0.98179068,-10.31526000,0.03967406
-0.98174972,-7.14133100,0.03967406
-0.98170876,-3.17392500,0.03173925
-0.98166780,0.79348120,0.03967406
-0.98162684,1.58696200,0.03967406
-0.98158588,5.55436900,0.04760887
-0.98154492,7.14133100,0.03967406
-0.98150396,8.72829300,0.03967406
-0.98146300,8.72829300,0.03173925
-0.98142204,6.34785000,0.03967406
-0.98138108,5.55436900,0.04760887
-0.98134012,1.58696200,0.03967406
-0.98129916,-1.58696200,0.03967406
-0.98125820,-4.76088700,0.02380444
-0.98121724,-7.14133100,0.03967406
-0.98117628,-10.31526000,0.03967406
-0.98113532,-9.52177400,0.03967406
-0.98109436,-6.34785000,0.04760887
-0.98105340,-5.55436900,0.03967406
-0.98101244,-0.79348120,0.03173925
-0.98097148,4.76088700,0.03967406
-0.98093052,5.55436900,0.04760887
-0.98088956,7.93481200,0.03967406
-0.98084860,8.72829300,0.03173925
-0.98080764,7.93481200,0.05554369
-0.98076668,7.14133100,0.04760887
-0.98072572,2.38044400,0.03173925
-0.98068476,1.58696200,0.04760887
-0.98064380,-3.96740600,0.03967406
-0.98060284,-3.96740600,0.03173925
-0.98056188,-10.31526000,0.03967406
-0.98052092,-10.31526000,0.03967406
-0.98047996,-11.10874000,0.04760887
-0.98043900,-7.93481200,0.03967406
-0.98039804,-3.96740600,0.04760887
-0.98035708,-3.17392500,0.04760887
-0.98031612,2.38044400,0.03967406
-0.98027516,3.96740600,0.03967406
-0.98023420,7.14133100,0.04760887
-0.98019324,9.52177400,0.03967406
-0.98015228,8.72829300,0.03967406
-0.98011132,5.55436900,0.04760887
-0.98007036,5.55436900,0.03173925
-0.98002940,2.38044400,0.03967406
-0.97998844,-3.17392500,0.03967406
-0.97994748,-6.34785000,0.05554369
-0.97990652,-8.72829300,0.04760887
-0.97986556,-10.31526000,0.04760887
-0.97982460,-10.31526000,0.05554369
-0.97978364,-7.14133100,0.03173925
-0.97974268,-3.96740600,0.05554369
-0.97970172,-3.96740600,0.03967406
-0.97966076,1.58696200,0.04760887
-0.97961980,6.34785000,0.03967406
-0.97957884,7.93481200,0.05554369
-0.97953788,8.72829300,0.03173925
-0.97949692,7.93481200,0.04760887
-0.97945596,8.72829300,0.03967406
-0.97941500,7.93481200,0.03173925
-0.97937404,4.76088700,0.04760887
-0.97933308,2.38044400,0.04760887
-0.97929212,-0.79348120,0.04760887
-0.97925116,-3.17392500,0.04760887
-0.97921020,-7.14133100,0.03967406
-0.97916924,-11.10874000,0.03967406
-0.97912828,-10.31526000,0.04760887
-0.97908732,-9.52177400,0.05554369
-0.97904636,-7.14133100,0.04760887
-0.97900540,-0.79348120,0.05554369
-0.97896444,1.58696200,0.04760887
-0.97892348,2.38044400,0.04760887
-0.97888252,5.55436900,0.04760887
-0.97884156,8.72829300,0.05554369
-0.97880060,8.72829300,0.04760887
-0.97875964,8.72829300,0.04760887
-0.97871868,5.55436900,0.03967406
-0.97867772,5.55436900,0.05554369
-0.97863676,1.58696200,0.06347850
-0.97859580,-3.96740600,0.03967406
-0.97855484,-7.14133100,0.03967406
-0.97851388,-7.93481200,0.03967406
-0.97847292,-11.10874000,0.05554369
-0.97843196,-10.31526000,0.03967406
-0.97839100,-7.14133100,0.05554369
-0.97835004,-3.96740600,0.04760887
-0.97830908,-2.38044400,0.04760887
-0.97826812,1.58696200,0.03967406
-0.97822716,5.55436900,0.04760887
-0.97818620,7.93481200,0.05554369
-0.97814524,8.72829300,0.04760887
-0.97810428,8.72829300,0.03967406
-0.97806332,6.34785000,0.03967406
-0.97802236,3.17392500,0.03967406
-0.97798140,2.38044400,0.04760887
-0.97794044,-1.58696200,0.04760887
-0.97789948,-4.76088700,0.05554369
-0.97785852,-9.52177400,0.03967406
-0.97781756,-10.31526000,0.04760887
-0.97777660,-10.31526000,0.04760887
-0.97773564,-9.52177400,0.04760887
-0.97769468,-3.96740600,0.04760887
-0.97765372,-1.58696200,0.03967406
-0.97761276,0.79348120,0.04760887
-0.97757180,5.55436900,0.04760887
-0.97753084,7.93481200,0.03967406
-0.97748988,6.34785000,0.06347850
-0.97744892,8.72829300,0.05554369
-0.97740796,7.93481200,0.05554369
-0.97736700,4.76088700,0.05554369
-0.97732604,3.17392500,0.05554369
-0.97728508,0.00000000,0.03967406
-0.97724412,-3.96740600,0.05554369
-0.97720316,-7.14133100,0.04760887
-0.97716220,-9.52177400,0.04760887
-0.97712124,-10.31526000,0.06347850
-0.97708028,-10.31526000,0.04760887
-0.97703932,-6.34785000,0.04760887
-0.97699836,-2.38044400,0.05554369
-0.97695740,2.38044400,0.05554369
-0.97691644,2.38044400,0.04760887
-0.97687548,7.14133100,0.05554369
-0.97683452,8.72829300,0.05554369
-0.97679356,8.72829300,0.03967406
-0.97675260,7.14133100,0.04760887
-0.97671164,7.93481200,0.04760887
-0.97667068,3.96740600,0.06347850
-0.97662972,1.58696200,0.04760887
-0.97658876,-0.79348120,0.05554369
-0.97654780,-7.14133100,0.05554369
-0.97650684,-9.52177400,0.05554369
-0.97646588,-11.10874000,0.04760887
-0.97642492,-10.31526000,0.05554369
-0.97638396,-7.93481200,0.04760887
-0.97634300,-3.96740600,0.05554369
-0.97630204,-0.79348120,0.04760887
-0.97626108,2.38044400,0.04760887
-0.97622012,5.55436900,0.05554369
-0.97617916,5.55436900,0.05554369
-0.97613820,7.93481200,0.04760887
-0.97609724,7.93481200,0.04760887
-0.97605628,9.52177400,0.05554369
-0.97601532,6.34785000,0.06347850
-0.97597436,2.38044400,0.05554369
-0.97593340,-0.79348120,0.04760887
-0.97589244,-3.17392500,0.04760887
-0.97585148,-7.93481200,0.04760887
-0.97581052,-8.72829300,0.04760887
-0.97576956,-10.31526000,0.05554369
-0.97572860,-10.31526000,0.05554369
-0.97568764,-6.34785000,0.04760887
-0.97564668,-4.76088700,0.04760887
-0.97560572,1.58696200,0.05554369
-0.97556476,3.17392500,0.05554369
-0.97552380,5.55436900,0.05554369
-0.97548284,8.72829300,0.05554369
-0.97544188,7.14133100,0.05554369
-0.97540092,8.72829300,0.05554369
-0.97535996,7.14133100,0.05554369
-0.97531900,4.76088700,0.05554369
-0.97527804,2.38044400,0.04760887
-0.97523708,0.00000000,0.05554369
-0.97519612,-3.96740600,0.04760887
-0.97515516,-7.14133100,0.05554369
-0.97511420,-9.52177400,0.05554369
-0.97507324,-9.52177400,0.04760887
-0.97503228,-9.52177400,0.04760887
-0.97499132,-6.34785000,0.04760887
-0.97495036,-1.58696200,0.06347850
-0.97490940,2.38044400,0.06347850
-0.97486844,5.55436900,0.06347850
-0.97482748,6.34785000,0.06347850
-0.97478652,8.72829300,0.04760887
-0.97474556,8.72829300,0.06347850
-0.97470460,8.72829300,0.06347850
-0.97466364,7.14133100,0.05554369
-0.97462268,3.17392500,0.05554369
-0.97458172,2.38044400,0.06347850
-0.97454076,-1.58696200,0.04760887
-0.97449980,-5.55436900,0.06347850
-0.97445884,-8.72829300,0.04760887
-0.97441788,-9.52177400,0.06347850
-0.97437692,-10.31526000,0.05554369
-0.97433596,-7.93481200,0.06347850
-0.97429500,-5.55436900,0.07141331
-0.97425404,-2.38044400,0.05554369
-0.97421308,1.58696200,0.06347850
-0.97417212,6.34785000,0.04760887
-0.97413116,6.34785000,0.06347850
-0.97409020,6.34785000,0.06347850
-0.97404924,7.93481200,0.05554369
-0.97400828,8.72829300,0.06347850
-0.97396732,6.34785000,0.05554369
-0.97392636,5.55436900,0.06347850
-0.97388540,1.58696200,0.06347850
-0.97384444,0.00000000,0.05554369
-0.97380348,-6.34785000,0.06347850
-0.97376252,-7.93481200,0.06347850
-0.97372156,-7.93481200,0.05554369
-0.97368060,-10.31526000,0.06347850
-0.97363964,-9.52177400,0.06347850
-0.97359868,-7.14133100,0.06347850
-0.97355772,-3.96740600,0.06347850
-0.97351676,0.00000000,0.05554369
-0.97347580,2.38044400,0.06347850
-0.97343484,5.55436900,0.03967406
-0.97339388,7.14133100,0.05554369
-0.97335292,8.72829300,0.05554369
-0.97331196,7.93481200,0.06347850
-0.97327100,7.93481200,0.06347850
-0.97323004,4.76088700,0.05554369
-0.97318908,1.58696200,0.07141331
-0.97314812,-0.79348120,0.05554369
-0.97310716,-3.96740600,0.05554369
-0.97306620,-6.34785000,0.06347850
-0.97302524,-9.52177400,0.05554369
-0.97298428,-11.10874000,0.07141331
-0.97294332,-10.31526000,0.06347850
-0.97290236,-7.93481200,0.04760887
-0.97286140,-3.96740600,0.05554369
-0.97282044,-3.96740600,0.07141331
-0.97277948,2.38044400,0.06347850
-0.97273852,5.55436900,0.06347850
-0.97269756,6.34785000,0.05554369
-0.97265660,7.93481200,0.06347850
-0.97261564,7.93481200,0.05554369
-0.97257468,7.14133100,0.06347850
-0.97253372,6.34785000,0.06347850
-0.97249276,5.55436900,0.06347850
-0.97245180,2.38044400,0.07141331
-0.97241084,-0.79348120,0.05554369
-0.97236988,-3.96740600,0.07141331
-0.97232892,-7.93481200,0.06347850
-0.97228796,-10.31526000,0.07141331
-0.97224700,-11.10874000,0.06347850
-0.97220604,-10.31526000,0.06347850
-0.97216508,-7.93481200,0.05554369
-0.97212412,-3.96740600,0.06347850
-0.97208316,-1.58696200,0.05554369
-0.97204220,3.17392500,0.07141331
-0.97200124,4.76088700,0.05554369
-0.97196028,7.93481200,0.07141331
-0.97191932,8.72829300,0.06347850
-0.97187836,7.93481200,0.04760887
-0.97183740,7.93481200,0.07141331
-0.97179644,7.93481200,0.07141331
-0.97175548,3.96740600,0.06347850
-0.97171452,0.79348120,0.06347850
-0.97167356,-1.58696200,0.05554369
-0.97163260,-7.14133100,0.07141331
-0.97159164,-7.14133100,0.05554369
-0.97155068,-10.31526000,0.07141331
-0.97150972,-10.31526000,0.06347850
-0.97146876,-8.72829300,0.06347850
-0.97142780,-7.93481200,0.06347850
-0.97138684,-3.17392500,0.07141331
-0.97134588,-0.79348120,0.06347850
-0.97130492,2.38044400,0.06347850
-0.97126396,5.55436900,0.06347850
-0.97122300,6.34785000,0.06347850
-0.97118204,8.72829300,0.06347850
-0.97114108,7.93481200,0.06347850
-0.97110012,5.55436900,0.07141331
-0.97105916,4.76088700,0.06347850
-0.97101820,3.17392500,0.07141331
-0.97097724,-1.58696200,0.07141331
-0.97093628,-4.76088700,0.06347850
-0.97089532,-7.93481200,0.06347850
-0.97085436,-9.52177400,0.07934812
-0.97081340,-10.31526000,0.06347850
